  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     4.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  17.350   1.5066   0.08445   0.08298  -0.0360   0.0008   1.0000
  17.500   1.4930   0.08951   0.08811  -0.0388   0.0008   1.0000
  17.650   1.4767   0.09531   0.09399  -0.0423   0.0008   1.0000
  17.800   1.4617   0.10117   0.09992  -0.0460   0.0008   1.0000
  17.950   1.4460   0.10743   0.10626  -0.0501   0.0008   1.0000
  18.100   1.4282   0.11443   0.11332  -0.0548   0.0008   1.0000
  18.250   1.4106   0.12170   0.12066  -0.0598   0.0009   1.0000
  18.400   1.3897   0.13004   0.12905  -0.0654   0.0009   1.0000
  18.550   1.3594   0.14094   0.14003  -0.0726   0.0010   1.0000
  19.150   1.0808   0.24112   0.24046  -0.1342   0.0013   1.0000
  19.300   1.0786   0.24702   0.24637  -0.1372   0.0012   1.0000
  19.450   1.0815   0.25012   0.24946  -0.1391   0.0011   1.0000
  19.600   1.0851   0.25276   0.25210  -0.1407   0.0011   1.0000
  19.750   1.0888   0.25534   0.25468  -0.1424   0.0010   1.0000
  19.900   1.0927   0.25789   0.25723  -0.1440   0.0010   1.0000
  20.050   1.0966   0.26035   0.25968  -0.1457   0.0010   1.0000
  20.200   1.1005   0.26291   0.26224  -0.1473   0.0009   1.0000
  20.350   1.1041   0.26560   0.26494  -0.1490   0.0009   1.0000
  20.500   1.1074   0.26864   0.26798  -0.1508   0.0009   1.0000
  20.650   1.1065   0.27541   0.27475  -0.1538   0.0007   1.0000
  20.800   1.1108   0.27785   0.27719  -0.1554   0.0007   1.0000
  20.950   1.1148   0.28053   0.27987  -0.1570   0.0006   1.0000
  21.100   1.1189   0.28324   0.28258  -0.1587   0.0006   1.0000
  21.250   1.1228   0.28616   0.28550  -0.1603   0.0005   1.0000
  21.400   1.1259   0.29041   0.28975  -0.1624   0.0004   1.0000
  21.550   1.1302   0.29310   0.29243  -0.1640   0.0004   1.0000
  21.700   1.1343   0.29619   0.29552  -0.1657   0.0003   1.0000
  21.850   1.1387   0.29874   0.29807  -0.1672   0.0003   1.0000
  22.000   1.1431   0.30134   0.30067  -0.1688   0.0003   1.0000
  22.150   1.1476   0.30387   0.30320  -0.1704   0.0003   1.0000
  22.300   1.1520   0.30625   0.30558  -0.1719   0.0003   1.0000
  22.450   1.1566   0.30843   0.30776  -0.1734   0.0003   1.0000
  22.600   1.1611   0.31063   0.30996  -0.1749   0.0003   1.0000
  22.750   1.1657   0.31285   0.31218  -0.1765   0.0003   1.0000
  22.900   1.1703   0.31506   0.31439  -0.1780   0.0003   1.0000
  23.050   1.1748   0.31699   0.31632  -0.1795   0.0003   1.0000
