  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     4.000 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  20.650   1.1036   0.27774   0.27704  -0.1543   0.0007   1.0000
  20.800   1.1077   0.28059   0.27988  -0.1560   0.0006   1.0000
  20.950   1.1109   0.28465   0.28394  -0.1579   0.0006   1.0000
  21.100   1.1150   0.28776   0.28705  -0.1596   0.0005   1.0000
  21.250   1.1191   0.29096   0.29024  -0.1613   0.0005   1.0000
  21.400   1.1235   0.29373   0.29301  -0.1629   0.0005   1.0000
  21.550   1.1280   0.29635   0.29563  -0.1645   0.0005   1.0000
  21.700   1.1326   0.29896   0.29824  -0.1660   0.0005   1.0000
  21.850   1.1372   0.30128   0.30056  -0.1676   0.0005   1.0000
  22.000   1.1417   0.30375   0.30303  -0.1691   0.0005   1.0000
  22.150   1.1464   0.30614   0.30542  -0.1706   0.0004   1.0000
  22.300   1.1509   0.30842   0.30771  -0.1721   0.0004   1.0000
  22.450   1.1556   0.31058   0.30987  -0.1736   0.0004   1.0000
  22.600   1.1602   0.31271   0.31200  -0.1751   0.0004   1.0000
  22.750   1.1649   0.31486   0.31415  -0.1766   0.0004   1.0000
  22.900   1.1695   0.31699   0.31627  -0.1781   0.0003   1.0000
  23.050   1.1741   0.31886   0.31815  -0.1796   0.0003   1.0000
