alpha,cl,cd,cm,ld,re,ncrit,cl_corrected,cd_original,cd_corrected,ld_corrected,mach_corrected
20.200000,1.091200,0.269220,-0.149100,4.053191,3600000.000000,6.000000,1.616408,0.269220,0.269220,6.004041,0.750000
20.350000,1.093800,0.273230,-0.151100,4.003221,3600000.000000,6.000000,1.620259,0.273230,0.273230,5.930020,0.750000
20.500000,1.097800,0.276000,-0.152800,3.977536,3600000.000000,6.000000,1.626184,0.276000,0.276000,5.891973,0.750000
20.650000,1.102100,0.278810,-0.154400,3.952871,3600000.000000,6.000000,1.632554,0.278810,0.278810,5.855436,0.750000
20.800000,1.105900,0.281970,-0.156200,3.922048,3600000.000000,6.000000,1.638183,0.281970,0.281970,5.809778,0.750000
20.950000,1.109900,0.285210,-0.157900,3.891519,3600000.000000,6.000000,1.644108,0.285210,0.285210,5.764554,0.750000
21.100000,1.114200,0.288110,-0.159500,3.867273,3600000.000000,6.000000,1.650478,0.288110,0.288110,5.728638,0.750000
21.250000,1.118400,0.291070,-0.161200,3.842375,3600000.000000,6.000000,1.656700,0.291070,0.291070,5.691756,0.750000
21.400000,1.122900,0.293750,-0.162800,3.822638,3600000.000000,6.000000,1.663365,0.293750,0.293750,5.662521,0.750000
21.550000,1.127400,0.296350,-0.164300,3.804285,3600000.000000,6.000000,1.670031,0.296350,0.296350,5.635334,0.750000
21.700000,1.132000,0.298940,-0.165900,3.786713,3600000.000000,6.000000,1.676845,0.298940,0.298940,5.609304,0.750000
21.850000,1.136600,0.301290,-0.167400,3.772445,3600000.000000,6.000000,1.683659,0.301290,0.301290,5.588169,0.750000
22.000000,1.141100,0.303780,-0.168900,3.756337,3600000.000000,6.000000,1.690325,0.303780,0.303780,5.564307,0.750000
22.150000,1.145800,0.306190,-0.170500,3.742121,3600000.000000,6.000000,1.697287,0.306190,0.306190,5.543249,0.750000
22.300000,1.150400,0.308500,-0.172000,3.729011,3600000.000000,6.000000,1.704102,0.308500,0.308500,5.523830,0.750000
22.450000,1.155100,0.310720,-0.173500,3.717495,3600000.000000,6.000000,1.711064,0.310720,0.310720,5.506770,0.750000
22.600000,1.159700,0.312890,-0.175000,3.706414,3600000.000000,6.000000,1.717878,0.312890,0.312890,5.490357,0.750000
22.750000,1.164400,0.315070,-0.176500,3.695687,3600000.000000,6.000000,1.724840,0.315070,0.315070,5.474466,0.750000
22.900000,1.169100,0.317200,-0.178000,3.685687,3600000.000000,6.000000,1.731802,0.317200,0.317200,5.459653,0.750000
23.050000,1.173700,0.319110,-0.179400,3.678042,3600000.000000,6.000000,1.738616,0.319110,0.319110,5.448328,0.750000
