  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     2.200 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  15.550   1.4701   0.06240   0.06041  -0.0276   0.0018   1.0000
  15.700   1.4586   0.06602   0.06413  -0.0286   0.0018   1.0000
  15.850   1.4436   0.07038   0.06860  -0.0302   0.0018   1.0000
  16.000   1.4315   0.07452   0.07282  -0.0319   0.0018   1.0000
  16.150   1.4177   0.07915   0.07755  -0.0341   0.0018   1.0000
  16.300   1.4038   0.08405   0.08254  -0.0367   0.0018   1.0000
  16.450   1.3899   0.08922   0.08779  -0.0397   0.0018   1.0000
  16.600   1.3763   0.09469   0.09334  -0.0430   0.0018   1.0000
  16.750   1.3617   0.10070   0.09942  -0.0469   0.0018   1.0000
  16.900   1.3465   0.10719   0.10598  -0.0512   0.0018   1.0000
  17.050   1.3291   0.11461   0.11348  -0.0563   0.0019   1.0000
  17.200   1.3093   0.12309   0.12203  -0.0619   0.0019   1.0000
